"","subsidary","shopid","yyyymm","n_customer","n_item","n_trx","quantile_Amt"
"5168","C",127,"201412",33,224,775,"1200-2490-4850-7990"
"5169","C",127,"201501",31,251,871,"1490-2500-4940-7990"
"5170","C",127,"201502",42,244,891,"1390-2590-4990-8490"
"5171","C",127,"201503",34,210,720,"1000-2000-4220-7896"
"5172","C",127,"201504",30,233,803,"1225-2350-4500-8700"
"5173","C",127,"201505",34,227,839,"1000-2180-4500-7990"
"5174","C",127,"201506",34,262,1003,"1090-2260-4990-9472"
"5175","C",127,"201507",31,283,1060,"1000-2195-4502-8981"
"5176","C",127,"201508",31,265,1209,"1090-2400-4600-8494"
"5177","C",127,"201509",35,348,1726,"1390-2980-5935-10562"
"5178","C",127,"201510",34,345,1708,"1490-2980-5980-10624"
"5179","C",127,"201511",35,304,1154,"1350-2645-5000-9900"
"5180","C",127,"201512",31,259,915,"1395-2500-4980-8996"
"5181","C",128,"201401",13,98,176,"1500-2990-5075-7375"
"5182","C",128,"201402",12,113,250,"1490-2975-5335-10000"
"5183","C",128,"201403",16,112,271,"2000-3450-5955-8990"
"5184","C",128,"201404",14,122,309,"1850-2990-4990-8012"
"5185","C",128,"201405",15,129,382,"1350-2925-4742-7980"
"5186","C",128,"201406",16,126,348,"1600-2860-4642-8697"
"5187","C",128,"201407",13,120,294,"1459-2990-5000-8067"
"5188","C",128,"201408",15,151,463,"1490-2970-4350-7152"
"5189","C",128,"201409",12,127,386,"1692-2800-4990-7896"
"5190","C",128,"201410",15,114,337,"1650-2990-5700-8772"
"5191","C",128,"201411",15,119,288,"1412-2800-4062-6493"
"5192","C",128,"201412",14,109,328,"1700-2990-4500-6983"
"5193","C",128,"201501",11,120,372,"1574-2595-4990-6990"
"5194","C",128,"201502",10,98,258,"1805-2990-5180-6993"
"5195","C",128,"201503",13,107,318,"1850-2990-4990-6990"
"5196","C",128,"201504",14,108,323,"1790-2890-4990-7678"
"5197","C",128,"201505",12,104,360,"1550-2880-4612-6807"
"5198","C",128,"201506",13,133,406,"1892-2990-5400-8300"
"5199","C",128,"201507",17,127,362,"1690-2990-4680-7962"
"5200","C",128,"201508",14,126,383,"1500-2720-4580-6980"
"5201","C",128,"201509",14,92,254,"1612-2700-4480-7980"
"5202","C",128,"201510",13,117,269,"1500-2490-4280-8900"
"5203","C",128,"201511",14,116,271,"1510-2790-4980-7990"
"5204","C",128,"201512",15,99,270,"1540-2610-4701-7981"
"5205","C",129,"201401",12,150,371,"1500-3450-7000-15980"
"5206","C",129,"201402",8,115,301,"1450-3000-6800-12000"
"5207","C",129,"201403",10,143,336,"1250-2990-6992-11500"
"5208","C",129,"201404",11,156,433,"1290-2800-5000-10000"
"5209","C",129,"201405",8,170,516,"1290-2700-5740-10000"
"5210","C",129,"201406",10,172,544,"1498-3000-6990-10000"
"5211","C",129,"201407",10,162,521,"1040-2740-5100-9900"
"5212","C",129,"201408",10,166,496,"1400-2970-6290-13115"
"5213","C",129,"201409",8,137,330,"1490-3025-6110-17982"
"5214","C",129,"201410",8,179,536,"1638-3390-6825-10904"
"5215","C",129,"201411",6,148,380,"1788-3545-6788-11920"
"5216","C",129,"201412",12,166,416,"1865-3655-6982-15000"
"5217","C",129,"201501",7,165,393,"1990-3650-7500-19800"
"5218","C",129,"201502",10,161,374,"1800-3495-7980-24341"
"5219","C",129,"201503",8,156,384,"1600-3495-6100-10710"
"5220","C",129,"201504",5,170,435,"1990-3250-6100-10524"
"5221","C",129,"201505",6,131,350,"1500-2990-5980-9500"
"5222","C",129,"201506",6,135,352,"1672-3300-5980-9900"
"5223","C",129,"201507",9,116,294,"1712-3190-5358-9781"
"5224","C",129,"201508",9,153,400,"1688-3180-5515-9982"
"5225","C",129,"201509",10,154,485,"1990-3450-5700-10000"
"5226","C",129,"201510",5,130,351,"1700-3400-5495-9900"
"5227","C",129,"201511",7,109,269,"1920-3180-5960-10000"
"5228","C",129,"201512",8,133,285,"1500-2980-5480-9900"
"5229","C",130,"201401",6,99,284,"1450-2790-4780-8460"
"5230","C",130,"201402",9,97,256,"1500-2995-5520-9950"
"5231","C",130,"201403",8,99,255,"1500-3000-5250-9948"
"5232","C",130,"201404",7,90,238,"1500-2990-5990-9900"
"5233","C",130,"201405",8,100,249,"1190-2590-5010-10000"
"5234","C",130,"201406",9,144,456,"1200-2900-5010-9990"
"5235","C",130,"201407",11,135,444,"1040-2490-4950-7960"
"5236","C",130,"201408",12,148,476,"1440-2980-4990-8945"
"5237","C",130,"201409",11,147,426,"1300-2985-5000-8345"
"5238","C",130,"201410",11,144,420,"1500-2990-5010-9900"
"5239","C",130,"201411",9,120,313,"1420-3080-5700-9288"
"5240","C",130,"201412",9,133,384,"1500-3000-5400-8897"
"5241","C",130,"201501",10,134,346,"1920-3195-5490-9990"
"5242","C",130,"201502",10,136,365,"1800-3490-6950-14486"
"5243","C",130,"201503",10,163,551,"1290-2990-5475-9000"
"5244","C",130,"201504",11,162,517,"1580-3300-5920-9840"
"5245","C",130,"201505",10,197,603,"1500-3100-5990-10980"
"5246","C",130,"201506",11,172,588,"1200-2965-5010-10000"
"5247","C",130,"201507",12,178,671,"1500-3000-5880-10000"
"5248","C",130,"201508",11,169,684,"1250-2980-5010-9696"
"5249","C",130,"201509",12,168,567,"1350-3000-6325-12924"
"5250","C",130,"201510",12,180,594,"1400-3080-6748-13822"
"5251","C",130,"201511",11,178,646,"1552-3270-6980-13200"
"5252","C",130,"201512",10,189,675,"1650-3500-7167-13200"
"5253","C",131,"201401",1,7,7,"1100-1200-3475-5720"
"5254","C",131,"201403",2,4,4,"3110-4850-5960-5978"
"5255","C",131,"201404",2,13,13,"2400-4000-9640-14556"
"5256","C",131,"201405",1,4,4,"2422-7595-12112-12315"
"5257","C",131,"201406",1,2,2,"622-745-868-941"
"5258","C",131,"201407",1,3,3,"2095-2990-2995-2998"
"5259","C",131,"201408",1,6,6,"1072-1421-1888-31908"
"5260","C",131,"201409",1,3,3,"680-830-1090-1246"
"5261","C",131,"201410",1,1,1,"5990-5990-5990-5990"
"5262","C",131,"201411",1,3,3,"3405-5980-6490-6796"
"5263","C",131,"201412",2,13,14,"1582-2595-5928-11880"
"5264","C",131,"201501",1,4,4,"932-995-1750-3100"
"5265","C",131,"201502",1,4,4,"3792-4995-7000-8800"
"5266","C",131,"201503",1,2,2,"3895-5260-6625-7444"
"5267","C",131,"201504",1,7,11,"1720-4000-6045-6100"
"5268","C",131,"201505",2,21,24,"1650-3030-6288-9900"
"5269","C",131,"201506",3,32,36,"1990-4485-10178-24445"
"5270","C",131,"201507",2,18,20,"1988-2600-5238-6364"
"5271","C",131,"201508",2,19,20,"2912-4495-7682-10900"
"5272","C",131,"201509",2,6,6,"1818-5935-13150-16990"
"5273","C",131,"201511",2,3,3,"2285-3280-4630-5440"
"5274","C",131,"201512",2,5,5,"2800-2980-4500-5592"
"5275","C",132,"201401",1,2,2,"1800-2400-3000-3360"
"5276","C",132,"201402",2,4,4,"1175-1600-2000-2000"
"5277","C",132,"201404",1,7,7,"2700-3980-5800-7996"
"5278","C",132,"201405",1,2,2,"1195-1390-1585-1702"
"5279","C",132,"201406",1,10,10,"3370-4550-5512-14972"
"5280","C",132,"201407",2,7,8,"2862-4750-8525-14120"
"5281","C",132,"201409",1,1,1,"1080-1080-1080-1080"
"5282","C",132,"201410",1,5,5,"1000-2590-3890-5894"
"5283","C",132,"201411",2,5,5,"1000-1340-2200-2218"
"5284","C",132,"201412",3,14,17,"1300-1980-6300-14760"
"5285","C",132,"201501",2,6,6,"2210-3190-4035-4075"
"5286","C",132,"201502",1,4,4,"1485-1750-2782-4281"
"5287","C",132,"201503",1,15,18,"1125-2070-3382-4652"
"5288","C",132,"201505",2,3,3,"700-900-1195-1372"
"5289","C",132,"201506",2,9,9,"1000-3000-4800-6560"
"5290","C",132,"201507",3,3,3,"1990-2980-3940-4516"
"5291","C",132,"201508",3,3,3,"1500-2000-5450-7520"
"5292","C",132,"201509",2,4,4,"5458-7380-11460-17724"
"5293","C",132,"201511",1,2,2,"1690-1840-1990-2080"
"5294","C",133,"201401",12,171,502,"1192-2400-3990-6940"
"5295","C",133,"201402",9,147,420,"1260-2400-4205-7562"
"5296","C",133,"201403",9,163,576,"1040-2400-4362-7490"
"5297","C",133,"201404",7,167,563,"1010-2000-3595-6000"
"5298","C",133,"201405",8,176,511,"1040-2007-3900-6000"
"5299","C",133,"201406",12,182,628,"1000-2000-3850-7501"
"5300","C",133,"201407",10,158,573,"1000-2000-3900-6644"
"5301","C",133,"201408",9,204,744,"1040-2000-3800-6462"
"5302","C",133,"201409",7,157,490,"1190-2000-3960-6647"
"5303","C",133,"201410",10,196,695,"1190-2000-3800-6986"
"5304","C",133,"201411",9,186,634,"1280-2225-3990-6990"
"5305","C",133,"201412",9,172,596,"1290-2100-4000-6840"
"5306","C",133,"201501",10,184,647,"1000-2000-3870-6880"
"5307","C",133,"201502",9,173,526,"1200-2185-3888-6990"
"5308","C",133,"201503",8,171,610,"1040-2000-3850-6810"
"5309","C",133,"201504",12,173,566,"1150-2095-3975-6638"
"5310","C",133,"201505",6,163,601,"1200-2000-3960-6990"
"5311","C",133,"201506",9,191,644,"1150-2050-3990-7942"
"5312","C",133,"201507",8,184,698,"1192-2060-4000-6980"
"5313","C",133,"201508",8,174,606,"1200-2110-3980-5980"
"5314","C",133,"201509",9,184,634,"1192-2000-3990-6507"
"5315","C",133,"201510",10,195,783,"1100-2000-3970-6680"
"5316","C",133,"201511",10,178,617,"1150-2250-4100-6354"
"5317","C",133,"201512",10,169,616,"1346-2400-4100-6980"
"5318","C",134,"201401",1,13,13,"1450-2990-5990-7690"
"5319","C",134,"201407",1,2,2,"20125-23350-26575-28510"
"5320","C",134,"201408",1,5,5,"1290-3990-4990-6790"
"5321","C",134,"201409",1,1,1,"3400-3400-3400-3400"
"5322","C",134,"201410",1,3,3,"3450-3700-5350-6340"
"5323","C",134,"201505",1,5,5,"880-1450-1640-4256"
"5324","C",134,"201507",2,10,10,"1425-2150-2442-3240"
"5325","C",134,"201508",1,13,13,"1200-2450-3800-4800"
"5326","C",134,"201509",2,5,5,"1000-1700-2320-2578"
"5327","C",134,"201510",2,5,5,"1000-2580-2690-2726"
"5328","C",134,"201512",1,2,2,"4558-5135-5712-6059"
"5329","C",135,"201404",2,10,12,"1445-3490-7240-11509"
"5330","C",135,"201405",1,3,3,"1675-1850-3350-4250"
"5331","C",136,"201401",2,2,3,"2400-3900-6825-8580"
"5332","C",136,"201402",2,5,5,"2980-5100-5980-11980"
"5333","C",136,"201403",3,9,10,"1300-5465-6118-7090"
"5334","C",136,"201404",2,5,6,"8922-10445-17150-31400"
"5335","C",136,"201405",3,7,7,"4235-7490-11774-17989"
"5336","C",136,"201409",2,19,20,"2735-4620-6547-11072"
"5337","C",136,"201411",1,3,3,"5879-6448-23422-33607"
"5338","C",136,"201412",3,46,67,"2225-3960-9500-14900"
"5339","C",136,"201501",2,43,47,"2150-3500-8315-19340"
"5340","C",136,"201502",5,54,69,"2050-4950-9980-20200"
"5341","C",136,"201503",4,41,66,"1080-2820-5988-12300"
"5342","C",136,"201504",4,34,50,"1732-3000-6375-17640"
"5343","C",136,"201505",2,62,86,"1492-2665-4148-12640"
"5344","C",136,"201506",2,56,76,"1580-3075-5765-13450"
"5345","C",136,"201507",3,69,97,"2000-3990-7470-14900"
"5346","C",136,"201508",3,61,98,"1852-3050-5980-19930"
"5347","C",136,"201509",2,51,74,"1270-2490-6175-13642"
"5348","C",136,"201510",2,65,91,"1985-3300-6050-10900"
"5349","C",136,"201511",3,64,82,"2260-4706-9900-21790"
"5350","C",136,"201512",3,48,60,"1995-3995-7262-16354"
"5351","C",137,"201401",1,37,54,"1960-3775-4988-9502"
"5352","C",137,"201402",1,35,47,"1395-2900-4775-9988"
"5353","C",137,"201403",1,4,4,"3988-4995-6850-8380"
"5354","C",137,"201405",1,1,1,"9800-9800-9800-9800"
"5355","C",138,"201401",4,71,113,"1480-2990-4990-11440"
"5356","C",138,"201402",5,45,60,"1775-3985-6990-11964"
"5357","C",138,"201403",5,75,113,"1150-2990-5800-10296"
"5358","C",138,"201404",4,69,94,"1698-3285-5980-10000"
"5359","C",138,"201405",3,60,85,"1350-3490-5640-9480"
"5360","C",138,"201406",6,77,119,"990-2000-4595-8990"
"5361","C",138,"201407",5,70,110,"1000-2500-4375-10000"
"5362","C",138,"201408",5,73,123,"1245-2376-3985-7653"
"5363","C",138,"201409",6,73,100,"1200-2965-4992-8370"
"5364","C",138,"201410",3,58,85,"1590-2990-4900-8328"
"5365","C",138,"201411",3,31,38,"885-2055-4730-14330"
"5366","C",139,"201401",100,302,1963,"1480-2800-5100-9720"
"5367","C",139,"201402",106,274,1564,"1670-2800-4990-9900"
"5368","C",139,"201403",106,271,1833,"1500-2890-4990-8990"
"5369","C",139,"201404",104,280,1865,"1490-2800-4980-8000"
"5370","C",139,"201405",109,282,1858,"1490-2980-4990-8980"
"5371","C",139,"201406",118,316,2025,"1450-2890-4990-9440"
"5372","C",139,"201407",106,313,2244,"1450-2960-4990-8990"
"5373","C",139,"201408",114,310,2378,"1440-2700-4940-8227"
"5374","C",139,"201409",123,308,1892,"1490-2948-4990-9900"
"5375","C",139,"201410",112,306,2021,"1520-2950-4990-8970"
"5376","C",139,"201411",111,302,1768,"1490-2880-4990-9872"
"5377","C",139,"201412",96,296,1890,"1599-2970-5000-8751"
"5378","C",139,"201501",100,308,1927,"1500-2970-4990-8900"
"5379","C",139,"201502",105,309,1817,"1500-2990-5490-9636"
"5380","C",139,"201503",117,303,1960,"1390-2680-4950-7981"
"5381","C",139,"201504",121,296,2048,"1588-2980-5200-8480"
"5382","C",139,"201505",120,287,2114,"1450-2880-4980-7990"
"5383","C",139,"201506",118,316,2508,"1500-2705-4830-8900"
"5384","C",139,"201507",118,307,2250,"1500-2800-4980-8980"
"5385","C",139,"201508",120,305,2239,"1590-2950-4980-8900"
"5386","C",139,"201509",112,297,2065,"1650-2980-4990-9900"
"5387","C",139,"201510",117,291,1920,"1590-2980-4980-8980"
"5388","C",139,"201511",115,284,1700,"1600-2980-4990-9705"
"5389","C",139,"201512",110,287,1728,"1675-2980-4990-9000"
"5390","C",140,"201405",1,7,8,"2835-3945-4995-8736"
"5391","C",141,"201401",8,191,515,"1595-2990-5640-8896"
"5392","C",141,"201402",8,155,428,"1858-3190-5980-9900"
"5393","C",141,"201403",9,200,575,"1980-3000-5620-9781"
"5394","C",141,"201404",9,190,614,"1790-2990-5252-8990"
"5395","C",141,"201405",13,206,768,"1785-2990-5055-8993"
"5396","C",141,"201406",13,225,777,"1600-2990-5500-9900"
"5397","C",141,"201407",13,240,852,"1690-2990-5905-10000"
"5398","C",141,"201408",11,228,727,"1980-2990-5900-9900"
"5399","C",141,"201409",12,215,637,"1990-3380-6290-10040"
"5400","C",141,"201410",9,229,668,"1800-2990-5900-9980"
"5401","C",141,"201411",11,218,712,"1800-2990-5000-8990"
"5402","C",141,"201412",8,234,726,"1812-2990-5990-9500"
"5403","C",141,"201501",13,232,815,"1905-3000-5990-9358"
"5404","C",141,"201502",10,182,541,"1850-2990-5560-8990"
"5405","C",141,"201503",11,229,750,"1980-3310-5990-9900"
"5406","C",141,"201504",12,241,779,"1885-3290-5728-9624"
"5407","C",141,"201505",12,220,769,"1750-3000-5990-9900"
"5408","C",141,"201506",12,238,772,"1660-2990-5712-9900"
"5409","C",141,"201507",11,246,895,"1550-2580-5200-8900"
"5410","C",141,"201508",10,246,915,"1290-2690-5035-9900"
"5411","C",141,"201509",12,227,761,"1250-2980-5300-9500"
"5412","C",141,"201510",10,237,809,"1150-2500-4980-9732"
"5413","C",141,"201511",12,232,735,"1300-2590-4985-8980"
"5414","C",141,"201512",10,250,769,"1500-2730-4900-7980"
"5415","C",142,"201401",7,65,113,"1300-2600-4000-7968"
"5416","C",142,"201402",8,76,133,"1400-2850-4500-6000"
"5417","C",142,"201403",9,63,134,"1522-2566-3980-6263"
"5418","C",142,"201404",8,84,178,"1440-2725-4644-8489"
"5419","C",142,"201405",5,91,196,"1438-2700-5012-8200"
"5420","C",142,"201406",8,89,206,"1450-2300-3568-5995"
"5421","C",142,"201407",9,94,236,"1500-2700-4800-7740"
"5422","C",142,"201408",7,65,127,"1775-3100-4905-8300"
"5423","C",142,"201409",7,82,152,"1850-3195-5482-8921"
"5424","C",142,"201410",6,106,227,"1350-2460-4500-8900"
"5425","C",142,"201411",7,72,156,"1172-2620-4490-6990"
"5426","C",142,"201412",5,81,137,"1700-2700-3980-7642"
"5427","C",142,"201501",5,79,153,"1590-2950-4900-8236"
"5428","C",142,"201502",5,69,110,"1560-2470-4298-7180"
"5429","C",142,"201503",6,82,159,"1375-2500-4744-7990"
"5430","C",142,"201504",6,104,216,"1490-2500-4065-8140"
"5431","C",142,"201505",6,105,234,"1500-2575-4255-6987"
"5432","C",142,"201506",7,103,250,"1500-2790-4960-7372"
"5433","C",142,"201507",7,105,214,"1965-2980-5075-9900"
"5434","C",142,"201508",6,83,183,"1585-2800-4500-6965"
"5435","C",142,"201509",7,84,176,"1650-2740-4800-7795"
"5436","C",142,"201510",7,87,176,"1600-2990-4985-7940"
"5437","C",142,"201511",5,66,144,"1600-3125-5505-9942"
"5438","C",142,"201512",5,52,96,"1288-3075-6038-9930"
"5439","C",143,"201401",10,147,365,"1680-2990-5900-9992"
"5440","C",143,"201402",11,144,380,"1438-2980-5462-9540"
"5441","C",143,"201403",13,156,414,"1550-2990-5900-10000"
"5442","C",143,"201404",11,163,474,"1350-2760-4690-8070"
"5443","C",143,"201405",16,178,479,"1350-2970-5375-9900"
"5444","C",143,"201406",14,147,384,"1398-2975-5122-8500"
"5445","C",143,"201407",12,146,403,"1440-2800-4990-9488"
"5446","C",143,"201408",11,151,406,"1088-2495-4988-9900"
"5447","C",143,"201409",13,154,377,"1450-3000-5980-9980"
"5448","C",143,"201410",13,134,358,"1400-2650-4990-9900"
"5449","C",143,"201411",9,139,323,"1770-3300-5640-8732"
"5450","C",143,"201412",8,144,407,"1350-2990-5870-10940"
"5451","C",143,"201501",13,140,394,"1319-2885-5592-9900"
"5452","C",143,"201502",9,159,411,"1455-2900-5990-9980"
"5453","C",143,"201503",12,134,330,"1442-2990-5980-9900"
"5454","C",143,"201504",14,140,358,"1010-2500-4838-9173"
"5455","C",143,"201505",10,100,230,"1360-2480-3990-7692"
"5456","C",143,"201506",13,118,240,"1300-2595-4980-8077"
"5457","C",143,"201507",12,121,244,"1040-2525-4990-8585"
"5458","C",143,"201508",14,111,206,"1392-2500-4675-8185"
"5459","C",143,"201509",12,112,236,"1576-2590-4982-7980"
"5460","C",143,"201510",11,92,170,"1140-2395-4495-7032"
"5461","C",143,"201511",11,100,196,"1490-3030-5980-9900"
"5462","C",143,"201512",10,80,141,"1400-2080-3990-7900"
"5463","C",144,"201408",1,6,6,"3982-3990-4290-12145"
"5464","C",145,"201401",25,189,641,"1500-2500-4500-9900"
"5465","C",145,"201402",26,171,547,"1490-2790-4725-8489"
"5466","C",145,"201403",29,192,678,"1350-2560-4800-7556"
"5467","C",145,"201404",25,178,620,"1200-2265-3990-7500"
"5468","C",145,"201405",27,179,662,"1350-2535-4218-7045"
"5469","C",145,"201406",22,175,656,"1490-2705-4516-7710"
"5470","C",145,"201407",27,200,710,"1582-2830-4500-8508"
"5471","C",145,"201408",25,192,726,"1350-2600-4315-7990"
"5472","C",145,"201409",28,178,567,"1450-2700-4990-9192"
"5473","C",145,"201410",26,182,613,"1690-2990-4990-9900"
"5474","C",145,"201411",29,168,456,"1492-2850-4990-8074"
"5475","C",145,"201412",26,165,503,"1885-3290-6015-10000"
"5476","C",145,"201501",28,184,573,"1640-3180-5900-10000"
"5477","C",145,"201502",24,176,555,"1490-2713-4950-8500"
"5478","C",145,"201503",26,185,633,"1500-2850-4828-8398"
"5479","C",145,"201504",21,178,658,"1600-2700-4100-7848"
"5480","C",145,"201505",28,200,769,"1700-2850-4500-7980"
"5481","C",145,"201506",23,215,800,"1500-2695-4900-7981"
"5482","C",145,"201507",28,226,1019,"1200-2200-4000-6992"
"5483","C",145,"201508",27,216,985,"1040-2240-4000-6708"
"5484","C",145,"201509",23,231,938,"1000-2080-3990-6500"
"5485","C",145,"201510",24,254,1198,"1062-2150-3990-7736"
"5486","C",145,"201511",29,245,1102,"1040-2150-4298-7696"
"5487","C",145,"201512",27,244,1039,"1440-2600-4625-8412"
"5488","C",146,"201401",43,256,1024,"1490-2700-4980-9740"
"5489","C",146,"201402",44,248,981,"1500-2800-5130-9015"
"5490","C",146,"201403",50,279,1293,"1420-2690-4850-8718"
"5491","C",146,"201404",55,261,1249,"1400-2700-4830-7880"
"5492","C",146,"201405",43,252,1324,"1290-2580-4830-8480"
"5493","C",146,"201406",56,272,1470,"1400-2585-4980-8990"
"5494","C",146,"201407",50,267,1300,"1490-2670-4830-8198"
"5495","C",146,"201408",57,269,1374,"1350-2600-4480-7896"
"5496","C",146,"201409",55,284,1323,"1565-2950-4830-8900"
"5497","C",146,"201410",51,247,1245,"1390-2600-4400-7990"
"5498","C",146,"201411",48,255,1099,"1495-2700-4800-7982"
"5499","C",146,"201412",50,262,1233,"1700-2980-4990-7990"
"5500","C",146,"201501",46,255,1103,"1590-2970-4990-7990"
"5501","C",146,"201502",43,271,1094,"1850-2990-5259-8990"
"5502","C",146,"201503",42,261,1101,"1490-2600-4940-7990"
"5503","C",146,"201504",49,262,1132,"1672-2500-4590-7956"
"5504","C",146,"201505",57,276,1242,"1490-2500-4500-7500"
"5505","C",146,"201506",49,271,1294,"1500-2675-4980-8840"
"5506","C",146,"201507",45,285,1285,"1700-2950-4950-8298"
"5507","C",146,"201508",51,276,1239,"1500-2500-4390-7510"
"5508","C",146,"201509",49,253,1112,"1500-2580-4500-7980"
"5509","C",146,"201510",45,248,1058,"1480-2490-4500-8050"
"5510","C",146,"201511",46,232,955,"1390-2490-4300-7980"
"5511","C",146,"201512",42,231,861,"1520-2550-4480-7980"
"5512","C",147,"201511",1,1,1,"5980-5980-5980-5980"
"5513","C",148,"201407",1,1,1,"1000-1000-1000-1000"
"5514","C",148,"201409",1,1,1,"1480-1480-1480-1480"
"5515","C",148,"201501",1,1,1,"450-450-450-450"
"5516","C",148,"201508",1,1,1,"450-450-450-450"
"5517","C",148,"201512",1,4,4,"845-925-2745-5886"
"5518","C",149,"201402",1,4,4,"2492-5490-10488-14983"
"5519","C",149,"201403",1,3,3,"660-1200-2475-3240"
"5520","C",149,"201404",2,6,6,"1022-1650-2488-3370"
"5521","C",149,"201410",1,1,1,"450-450-450-450"
"5522","C",149,"201411",3,16,16,"1948-4135-10650-13597"
"5523","C",149,"201412",1,1,2,"2400-2400-2400-2400"
"5524","C",149,"201504",1,3,3,"8945-9900-14850-17820"
"5525","C",149,"201505",1,8,8,"1000-1435-3795-8556"
"5526","C",149,"201507",3,18,19,"1275-2000-2990-3784"
"5527","C",149,"201508",1,1,1,"4000-4000-4000-4000"
"5528","C",149,"201509",3,8,9,"1000-1200-2000-6504"
"5529","C",149,"201510",2,5,5,"2000-2080-3600-4428"
"5530","C",149,"201511",1,2,2,"9975-11970-13965-15162"
"5531","C",149,"201512",1,1,1,"1200-1200-1200-1200"
"5532","C",150,"201404",1,1,1,"3220-3220-3220-3220"
"5533","C",150,"201506",1,26,31,"1795-3150-5245-7980"
"5534","C",150,"201511",1,5,5,"700-2990-7780-8332"
"5535","C",150,"201512",2,26,33,"1080-2500-3990-7964"
"5536","C",151,"201408",1,1,1,"12500-12500-12500-12500"
"5537","C",151,"201502",1,2,2,"664-827-990-1089"
"5538","C",151,"201508",2,9,9,"1290-2690-3500-18300"
"5539","C",151,"201510",1,2,2,"1875-2750-3625-4150"
"5540","C",151,"201511",1,10,11,"1480-2290-5040-7980"
"5541","C",152,"201408",1,2,2,"21075-22350-23625-24390"
"5542","C",152,"201409",1,6,6,"1690-3515-4928-5495"
"5543","C",152,"201410",1,11,11,"1655-2990-5245-8600"
"5544","C",153,"201402",1,1,1,"8600-8600-8600-8600"
"5545","C",153,"201405",1,1,1,"26500-26500-26500-26500"
"5546","C",153,"201409",1,2,2,"1400-1800-2200-2440"
"5547","C",153,"201411",2,6,6,"1525-3480-7625-8675"
"5548","C",153,"201502",1,2,2,"1360-2240-3120-3648"
"5549","C",153,"201503",1,1,1,"3250-3250-3250-3250"
"5550","C",153,"201505",1,2,2,"1562-2125-2688-3025"
"5551","C",153,"201507",2,5,5,"2290-9900-12180-12288"
"5552","C",153,"201508",1,3,3,"3175-4800-6500-7520"
"5553","C",153,"201509",1,5,5,"16200-21900-23900-29840"
"5554","C",153,"201512",1,1,1,"3600-3600-3600-3600"
"5555","C",154,"201401",14,163,444,"1874-3000-5558-9974"
"5556","C",154,"201402",15,157,450,"1790-2990-4990-7990"
"5557","C",154,"201403",16,152,432,"1690-3010-5420-9972"
"5558","C",154,"201404",17,152,378,"1990-3000-5990-10000"
"5559","C",154,"201405",16,159,423,"1495-2750-5695-8912"
"5560","C",154,"201406",18,160,484,"1600-2990-4990-8955"
"5561","C",154,"201407",15,156,455,"1500-2740-5225-8458"
"5562","C",154,"201408",15,158,485,"1600-2990-5100-9696"
"5563","C",154,"201409",16,141,411,"1484-2700-4480-8980"
"5564","C",154,"201410",17,173,448,"1890-3000-4990-8990"
"5565","C",154,"201411",18,159,391,"1490-2970-4940-7350"
"5566","C",154,"201412",18,164,451,"1595-2990-4930-7500"
"5567","C",154,"201501",17,156,451,"1800-3400-5100-8500"
"5568","C",154,"201502",18,158,423,"1300-2590-4585-7742"
"5569","C",154,"201503",15,138,400,"1738-2970-4710-7909"
"5570","C",154,"201504",16,160,499,"1300-2600-4500-7342"
"5571","C",154,"201505",16,164,407,"1600-2750-4990-8984"
"5572","C",154,"201506",17,177,537,"1480-2580-4680-7980"
"5573","C",154,"201507",19,165,516,"1490-2980-4900-7985"
"5574","C",154,"201508",17,180,528,"1650-2960-4980-7493"
"5575","C",154,"201509",15,167,518,"1480-2400-4158-7159"
"5576","C",154,"201510",19,165,498,"1490-2600-4795-7990"
"5577","C",154,"201511",17,141,381,"1550-2490-4500-6980"
"5578","C",154,"201512",16,139,390,"1772-2980-4980-7980"
"5579","C",155,"201401",1,1,1,"900-900-900-900"
"5580","C",155,"201407",1,2,2,"1298-1485-1672-1785"
"5581","C",155,"201412",2,3,3,"6500-10000-12950-14720"
"5582","C",155,"201501",1,1,1,"9500-9500-9500-9500"
"5583","C",155,"201503",1,1,1,"23900-23900-23900-23900"
"5584","C",155,"201507",1,1,1,"1700-1700-1700-1700"
"5585","C",155,"201508",1,1,1,"700-700-700-700"
"5586","C",155,"201512",1,3,3,"880-1440-1790-2000"
"5587","C",157,"201401",14,94,159,"1990-3990-7325-18000"
"5588","C",157,"201402",13,71,95,"1970-4000-7985-17468"
"5589","C",157,"201403",12,88,143,"1980-3550-7975-10928"
"5590","C",157,"201404",11,64,93,"2000-3960-6990-13580"
"5591","C",157,"201405",9,71,113,"2200-3990-6500-10164"
"5592","C",157,"201406",12,89,165,"1850-3280-5980-10000"
"5593","C",157,"201407",14,93,127,"1750-3980-7945-12140"
"5594","C",157,"201408",13,72,114,"2000-3125-6990-10000"
"5595","C",157,"201409",16,78,106,"2222-4575-7998-14095"
"5596","C",157,"201410",15,86,129,"1980-3290-6600-10160"
"5597","C",157,"201411",12,71,109,"2000-3840-7900-14040"
"5598","C",157,"201412",11,83,116,"2468-3985-8685-16360"
"5599","C",158,"201401",2,2,3,"14880-26800-28300-29200"
"5600","C",158,"201403",1,1,1,"14880-14880-14880-14880"
"5601","C",158,"201405",1,1,1,"3990-3990-3990-3990"
"5602","C",158,"201406",1,4,4,"1705-1990-2240-2690"
