"","customerid","sex","age","post","trx1M","amt1M","mean1M","item1M","trx3M","amt3M","mean3M","item3M","trx6M","amt6M","mean6M","item6M","churn"
"1955",9080,"F","35技~39技","055",21,357932,17044,46,69,1304033,18899,106,118,2396766,20312,182,"0"
"1956",7976,"F","35技~39技","055",12,339330,28278,30,26,792813,30493,72,31,1017983,32838,80,"0"
"1957",8782,"F","35技~39技","047",22,979629,44529,97,59,2456694,41639,173,107,3765873,35195,271,"0"
"1958",15501,"F","50技~54技","024",5,89890,17978,14,8,172079,21510,21,15,413569,27571,51,"1"
"1959",3397,"F","50技~54技","055",10,707167,70717,73,20,1110343,55517,107,37,1959923,52971,166,"0"
"1960",19331,"F","60技捞惑","047",19,267589,14084,21,53,1374937,25942,49,98,1972826,20131,88,"0"
"1961",17755,"F","45技~49技","047",17,490929,28878,64,59,1748401,29634,144,126,3422988,27167,264,"0"
"1962",6537,"M","40技~44技","055",12,1070100,89175,3,25,2423650,96946,10,33,3687250,111735,10,"0"
"1963",7899,"F","35技~39技","069",2,16350,8175,5,12,124760,10397,21,18,291912,16217,36,"0"
"1964",5253,"F","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,1,103036,103036,9,"0"
"1965",18466,"F","30技~34技","055",11,366624,33329,42,43,1212379,28195,97,82,2106333,25687,174,"0"
"1966",3543,"M","45技~49技","052",56,792060,14144,72,185,2985470,16138,129,203,3856901,19000,192,"0"
"1967",10653,"M","55技~59技","055",29,552627,19056,55,57,1137939,19964,83,63,1444988,22936,117,"0"
"1968",18804,"F","40技~44技","055",15,683306,45554,45,47,1884601,40098,116,81,3874591,47834,205,"0"
"1969",5440,"M","45技~49技","055",14,736758,52626,76,39,2718289,69700,120,75,3832452,51099,182,"0"
"1970",524,"F","60技捞惑","055",17,296545,17444,51,50,1055385,21108,111,116,2753275,23735,202,"0"
"1971",7917,"F","35技~39技","065",16,255659,15979,44,41,636185,15517,86,69,1026416,14876,124,"0"
"1972",5675,"F","45技~49技","055",10,299286,29929,53,25,634636,25385,85,44,1364499,31011,133,"0"
"1973",3894,"F","45技~49技","055",12,682235,56853,60,39,1990142,51029,120,78,4228578,54213,245,"0"
"1974",6663,"M","40技~44技","049",3,125500,41833,3,4,200300,50075,5,16,539920,33745,27,"0"
"1975",14490,"M","35技~39技","020",8,642450,80306,32,13,1272761,97905,56,35,3298495,94243,135,"0"
"1976",1301,"F","55技~59技","013",5,196786,39357,21,21,530746,25274,50,45,1647146,36603,135,"0"
"1977",6714,"F","40技~44技","016",17,619944,36467,77,67,2484259,37078,190,134,4994864,37275,318,"0"
"1978",10681,"F","55技~59技","016",27,243450,9017,35,85,858610,10101,76,162,6399218,39501,124,"0"
"1979",50,"F","60技捞惑","016",NA,NA,NA,NA,5,109400,21880,9,17,506850,29815,24,"0"
"1980",17344,"F","40技~44技","055",2,239600,119800,28,12,1886453,157204,83,17,2172049,127768,117,"0"
"1981",1328,"F","55技~59技","055",32,2103973,65749,109,75,4240119,56535,171,154,8079104,52462,328,"0"
"1982",11991,"M","50技~54技","016",24,1043159,43465,90,60,3166865,52781,202,102,5032636,49340,333,"0"
"1983",1944,"F","50技~54技","055",8,469810,58726,20,21,1057459,50355,57,48,2721331,56694,118,"0"
"1984",2954,"F","50技~54技","052",3,213700,71233,22,10,432330,43233,32,17,706030,41531,52,"0"
"1985",4261,"F","45技~49技","055",7,428080,61154,21,34,1665430,48983,79,53,2381437,44933,132,"0"
"1986",447,"M","60技捞惑","055",8,271376,33922,17,20,509218,25461,31,50,1444333,28887,79,"0"
"1987",17963,"M","35技~39技","055",7,181361,25909,16,26,481141,18505,47,64,1274058,19907,103,"0"
"1988",498,"F","60技捞惑","055",8,59073,7384,12,48,609951,12707,69,95,1324901,13946,106,"0"
"1989",803,"M","55技~59技","027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1990",7688,"M","40技~44技","082",1,11400,11400,1,1,11400,11400,1,5,115220,23044,14,"0"
"1991",7637,"F","40技~44技","060",NA,NA,NA,NA,NA,NA,NA,NA,2,39294,19647,8,"1"
"1992",2805,"F","50技~54技","065",4,285320,71330,16,13,1380610,106201,33,21,2167910,103234,35,"0"
"1993",6461,"F","40技~44技","055",1,49900,49900,5,2,65050,32525,6,8,365070,45634,51,"0"
"1994",1554,"F","55技~59技","060",3,57290,19097,16,12,260090,21674,30,19,431580,22715,43,"0"
"1995",14296,"F","40技~44技","055",20,548511,27426,54,38,1184361,31167,79,91,3008901,33065,180,"0"
"1996",2033,"F","50技~54技","055",10,138014,13801,26,21,344290,16395,58,43,1274481,29639,147,"0"
"1997",2392,"F","50技~54技","055",10,377818,37782,43,39,1755726,45019,100,80,3572856,44661,196,"0"
"1998",1054,"F","55技~59技","055",33,330903,10027,39,80,1310763,16385,82,184,2554568,13884,160,"0"
"1999",16190,"F","45技~49技","055",6,236226,39371,25,10,732039,73204,56,25,1346374,53855,103,"0"
"2000",17622,"F","40技~44技","055",3,286893,95631,26,15,970542,64703,86,25,1769628,70785,157,"0"
"2001",14020,"F","40技~44技","016",3,143808,47936,24,11,335010,30455,37,28,770249,27509,86,"0"
"2002",18712,"F","55技~59技","024",7,386110,55159,43,15,812325,54155,79,31,1787125,57649,129,"0"
"2003",2565,"F","50技~54技","055",17,369808,21753,35,50,1311278,26226,91,113,2633840,23308,212,"0"
"2004",17410,"F","45技~49技","055",14,976508,69751,66,31,2228208,71878,132,54,3834506,71009,238,"0"
"2005",79,"F","60技捞惑","055",13,540746,41596,81,31,1265118,40810,147,66,3073678,46571,263,"0"
"2006",2319,"M","50技~54技","055",5,232192,46438,28,17,480972,28292,50,34,1047126,30798,83,"0"
"2007",1409,"F","55技~59技","069",1,14210,14210,2,3,28310,9437,5,7,119690,17099,10,"0"
"2008",1354,"F","55技~59技","055",6,147940,24657,21,22,358920,16315,44,38,576520,15172,64,"0"
"2009",8641,"M","35技~39技","049",9,205930,22881,23,12,252990,21082,29,19,397630,20928,47,"0"
"2010",4698,"M","45技~49技","055",17,586901,34524,61,51,1734755,34015,102,132,3659146,27721,198,"0"
"2011",7435,"M","40技~44技","055",5,217374,43475,16,26,1245112,47889,99,64,3255498,50867,214,"0"
"2012",9750,"F","30技~34技","055",26,334460,12864,29,55,773218,14059,49,90,1556473,17294,88,"0"
"2013",9188,"F","35技~39技","055",18,338120,18784,29,43,1030680,23969,74,92,2186965,23771,158,"0"
"2014",2185,"F","50技~54技","047",10,245544,24554,27,20,480140,24007,51,31,753275,24299,77,"0"
"2015",2432,"M","50技~54技","055",10,161120,16112,12,38,1052308,27692,70,51,1382106,27100,89,"0"
"2016",3857,"F","45技~49技","055",6,48830,8138,8,16,111840,6990,20,42,384339,9151,48,"0"
"2017",15336,"M","55技~59技","060",2,54760,27380,11,3,163784,54595,24,6,298484,49747,30,"1"
"2018",4121,"F","45技~49技","055",NA,NA,NA,NA,2,23600,11800,2,11,376444,34222,29,"0"
"2019",7504,"F","40技~44技","055",10,1069609,106961,64,28,2248464,80302,96,59,4313048,73103,167,"0"
"2020",4307,"F","45技~49技","060",5,170277,34055,25,12,577901,48158,54,23,1065501,46326,110,"0"
"2021",5244,"M","45技~49技","082",39,1385253,35519,75,91,2707337,29751,116,158,4451911,28177,196,"0"
"2022",1939,"F","50技~54技","055",7,668354,95479,61,18,1590721,88373,116,58,3870781,66738,222,"0"
"2023",7994,"F","35技~39技","049",4,97110,24278,14,9,273140,30349,23,28,1138948,40677,77,"0"
"2024",16541,"M","60技捞惑","052",12,151366,12614,26,41,648342,15813,85,90,1648513,18317,157,"0"
"2025",9446,"F","30技~34技","055",20,571920,28596,30,62,2500433,40330,62,167,4536668,27166,112,"0"
"2026",247,"F","60技捞惑","060",5,66380,13276,6,12,218130,18178,12,42,925110,22026,40,"0"
"2027",16660,"F","40技~44技","055",4,258163,64541,26,11,415493,37772,50,29,987402,34048,94,"0"
"2028",7387,"F","40技~44技","055",4,200420,50105,24,23,1365647,59376,105,41,3122419,76157,171,"0"
"2029",14563,"F","45技~49技","055",20,629169,31458,78,70,2273887,32484,146,135,4153340,30765,263,"0"
"2030",6025,"M","40技~44技","055",20,486359,24318,42,54,1494577,27677,107,92,2482891,26988,175,"0"
"2031",9538,"M","30技~34技","049",2,291600,145800,6,10,589520,58952,34,22,1150559,52298,75,"0"
"2032",7226,"M","40技~44技","052",1,15000,15000,1,6,214570,35762,39,16,579690,36231,81,"0"
"2033",16616,"M","55技~59技","049",3,22827,7609,5,14,89537,6396,9,25,216421,8657,24,"0"
"2034",8077,"F","35技~39技","047",25,504494,20180,44,63,1120530,17786,89,134,2220056,16568,171,"0"
"2035",4366,"F","45技~49技","047",15,359360,23957,45,45,797110,17714,99,84,1387640,16520,163,"0"
"2036",860,"F","55技~59技","047",11,702747,63886,64,39,2163996,55487,123,85,3661986,43082,209,"0"
"2037",16783,"F","55技~59技","047",14,239339,17096,32,45,981840,21819,94,90,1928945,21433,180,"0"
"2038",16047,"F","40技~44技","047",12,549539,45795,88,40,1496470,37412,166,81,3100066,38272,304,"0"
"2039",235,"F","60技捞惑","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2040",8875,"F","35技~39技","047",22,572390,26018,60,46,1190904,25889,121,99,2263929,22868,232,"0"
"2041",6990,"F","40技~44技","047",25,613843,24554,73,63,1773099,28144,155,122,3496889,28663,282,"0"
"2042",5521,"F","45技~49技","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2043",9894,"F","25技~29技","055",NA,NA,NA,NA,3,64972,21657,11,4,93102,23276,16,"0"
"2044",4965,"F","45技~49技","060",NA,NA,NA,NA,2,54120,27060,4,9,376950,41883,36,"0"
"2045",10241,"F","30技~34技","055",3,11920,3973,2,7,29980,4283,2,12,101980,8498,5,"0"
"2046",10147,"F","60技捞惑","055",10,282171,28217,29,32,731634,22864,70,72,1696056,23556,133,"0"
"2047",6902,"F","40技~44技","055",6,671131,111855,62,26,2099717,80758,137,47,4753458,101137,258,"0"
"2048",3677,"F","45技~49技","069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"2049",1287,"F","55技~59技","049",NA,NA,NA,NA,1,13260,13260,3,6,126215,21036,23,"1"
"2050",1845,"F","55技~59技","047",31,758689,24474,84,73,1701056,23302,132,159,4100320,25788,234,"0"
"2051",12746,"M","50技~54技","047",16,226673,14167,42,53,1067858,20148,102,105,2015187,19192,182,"0"
"2052",6447,"M","40技~44技","049",29,468295,16148,61,83,1399054,16856,115,165,2658327,16111,183,"0"
"2053",4995,"F","45技~49技","047",21,756149,36007,45,54,2242856,41534,122,99,3754945,37929,204,"0"
"2054",2563,"F","50技~54技","055",7,102220,14603,31,26,341128,13120,67,84,1907568,22709,183,"0"
"2055",8375,"F","35技~39技","049",26,1030486,39634,67,54,2081402,38544,127,83,3152478,37982,202,"0"
"2056",8659,"F","35技~39技","055",3,160200,53400,8,21,874040,41621,50,31,1457292,47009,90,"0"
"2057",2759,"F","50技~54技","055",1,69688,69688,13,9,335608,37290,30,20,925248,46262,67,"0"
"2058",8966,"F","35技~39技","055",24,503570,20982,52,63,1339200,21257,101,89,1946645,21872,150,"0"
"2059",3240,"F","50技~54技","055",10,365104,36510,31,21,798520,38025,53,37,1508288,40765,111,"0"
"2060",16867,"F","60技捞惑","036",2,21400,10700,2,2,21400,10700,2,2,21400,10700,2,"0"
"2061",9426,"F","30技~34技","016",9,270734,30082,42,41,1277772,31165,101,82,2352339,28687,199,"0"
"2062",15370,"F","25技~29技","033",1,78560,78560,9,4,220030,55008,32,9,270380,30042,39,"0"
"2063",286,"F","60技捞惑","049",4,247910,61978,22,7,357172,51025,35,18,685257,38070,58,"0"
"2064",8692,"F","35技~39技","055",13,999960,76920,89,31,1966787,63445,158,61,3477064,57001,256,"0"
"2065",9337,"F","30技~34技","055",20,274996,13750,45,54,956473,17712,107,92,1645770,17889,180,"0"
"2066",2789,"F","50技~54技","049",18,488458,27137,53,52,1420534,27318,112,109,2735002,25092,202,"0"
"2067",12503,"F","50技~54技","049",13,175650,13512,16,36,759246,21090,42,75,1418952,18919,83,"0"
"2068",11036,"F","50技~54技","027",7,72580,10369,8,24,228442,9518,29,60,1304916,21749,81,"0"
"2069",17520,"F","50技~54技","020",14,196742,14053,36,45,655237,14561,75,81,1320266,16300,143,"0"
"2070",8040,"F","35技~39技","047",25,484752,19390,58,77,1341512,17422,104,147,2578844,17543,189,"0"
"2071",5564,"F","45技~49技","047",NA,NA,NA,NA,1,85460,85460,17,5,484940,96988,59,"1"
"2072",14611,"F","40技~44技","016",5,203046,40609,26,11,799169,72652,85,19,1334265,70224,136,"0"
"2073",4064,"F","45技~49技","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2074",1818,"F","55技~59技","055",19,687418,36180,51,50,1333703,26674,98,100,2345129,23451,167,"0"
"2075",15323,"F","60技捞惑","060",19,189000,9947,16,29,305358,10530,23,56,577830,10318,43,"0"
"2076",6179,"F","40技~44技","030",3,190140,63380,20,13,480646,36973,39,26,1145223,44047,119,"0"
"2077",5849,"F","40技~44技","055",14,403040,28789,23,53,1099994,20755,76,100,2045786,20458,168,"0"
"2078",8275,"M","35技~39技","055",15,747786,49852,77,48,2101405,43779,163,90,5070109,56335,303,"0"
"2079",10815,"F","55技~59技","065",2,291078,145539,23,2,291078,145539,23,2,291078,145539,23,"1"
"2080",19227,"F","55技~59技","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2081",3285,"F","50技~54技","047",20,455565,22778,58,50,1102191,22044,89,96,2003905,20874,162,"0"
"2082",17818,"F","40技~44技","047",18,353811,19656,56,46,1034939,22499,119,106,2186273,20625,211,"0"
"2083",12985,"M","45技~49技","016",28,607704,21704,81,78,1661315,21299,168,130,2594151,19955,265,"0"
"2084",724,"F","60技捞惑","055",20,781004,39050,36,49,1307800,26690,87,85,1746251,20544,120,"0"
"2085",1368,"F","55技~59技","055",16,445898,27869,31,64,1697377,26522,110,117,3550537,30346,175,"0"
"2086",13650,"F","55技~59技","055",9,179660,19962,14,26,860230,33086,29,45,1334950,29666,68,"0"
"2087",15312,"F","50技~54技","043",14,393583,28113,48,59,2835487,48059,135,103,4173649,40521,230,"0"
"2088",8462,"F","35技~39技","036",2,78700,39350,13,9,446950,49661,46,14,742192,53014,88,"0"
"2089",3410,"M","50技~54技","055",6,332672,55445,29,13,608788,46830,55,15,788789,52586,79,"0"
"2090",5472,"F","45技~49技","016",26,683107,26273,70,71,2002354,28202,138,133,3283377,24687,231,"0"
"2091",19312,"F","35技~39技","043",7,323700,46243,19,26,804000,30923,32,37,1419930,38376,54,"0"
"2092",15838,"F","30技~34技","024",3,38950,12983,9,4,46800,11700,11,5,47960,9592,13,"0"
"2093",15557,"F","50技~54技","049",26,480149,18467,52,72,1241329,17241,110,136,2293209,16862,183,"0"
"2094",11113,"F","40技~44技","049",1,81330,81330,8,2,114530,57265,13,4,239104,59776,28,"0"
"2095",13120,"F","35技~39技","016",16,605706,37857,82,59,2214388,37532,184,118,4159159,35247,302,"0"
"2096",15644,"F","35技~39技","016",22,1224244,55647,122,50,2514141,50283,184,85,4390999,51659,296,"0"
"2097",9609,"F","30技~34技","016",2,32200,16100,4,7,224379,32054,34,13,439991,33845,60,"0"
"2098",9388,"F","30技~34技","016",2,133800,66900,2,8,400800,50100,10,18,965219,53623,76,"0"
"2099",14622,"F","30技~34技","016",16,415477,25967,40,56,1216019,21715,94,95,1929499,20311,164,"0"
"2100",15509,"F","45技~49技","016",NA,NA,NA,NA,NA,NA,NA,NA,2,53830,26915,9,"1"
"2101",17402,"F","40技~44技","055",19,336086,17689,53,58,947452,16335,117,115,1813289,15768,196,"0"
"2102",7918,"F","35技~39技","055",24,760274,31678,69,66,2364038,35819,147,127,3429007,27000,239,"0"
"2103",7830,"F","40技~44技","043",13,499826,38448,60,31,1365854,44060,139,64,2896500,45258,251,"0"
"2104",8392,"F","35技~39技","027",NA,NA,NA,NA,2,36700,18350,3,9,334660,37184,26,"0"
"2105",7138,"F","40技~44技","013",14,349298,24950,25,26,630112,24235,43,50,1352148,27043,90,"0"
"2106",13796,"F","45技~49技","016",7,198670,28381,34,46,1196637,26014,89,84,1778134,21168,150,"0"
"2107",16263,"F","55技~59技","027",20,330907,16545,43,70,1071809,15312,97,131,1967869,15022,177,"0"
"2108",3877,"F","45技~49技","013",20,186283,9314,17,62,1035394,16700,56,131,2350855,17945,108,"0"
"2109",658,"M","60技捞惑","016",NA,NA,NA,NA,10,580729,58073,72,16,1469682,91855,147,"0"
"2110",4784,"F","45技~49技","060",NA,NA,NA,NA,2,159450,79725,6,4,182850,45712,9,"1"
"2111",5139,"F","45技~49技","049",20,713462,35673,26,60,2059850,34331,63,94,2878914,30627,117,"0"
"2112",3690,"F","45技~49技","060",7,256320,36617,20,20,795955,39798,49,31,1481750,47798,91,"0"
"2113",7639,"F","40技~44技","049",20,744493,37225,79,49,1694429,34580,142,103,3387340,32887,255,"0"
"2114",1930,"M","50技~54技","049",NA,NA,NA,NA,5,295040,59008,28,10,424636,42464,48,"0"
"2115",3823,"M","45技~49技","016",4,175186,43796,23,18,829776,46099,79,40,3900422,97511,145,"0"
"2116",7560,"F","40技~44技","016",7,143123,20446,24,36,981464,27263,92,63,1635684,25963,161,"0"
"2117",13046,"F","35技~39技","036",1,135640,135640,15,1,135640,135640,15,5,539730,107946,46,"0"
"2118",10404,"F","50技~54技","055",3,191260,63753,21,9,444204,49356,57,13,686062,52774,81,"0"
"2119",44,"F","60技捞惑","055",3,8080,2693,3,4,13740,3435,4,11,116480,10589,7,"0"
"2120",11567,"F","50技~54技","024",24,93450,3894,14,51,159690,3131,26,117,316015,2701,48,"0"
"2121",2108,"F","50技~54技","055",8,540872,67609,47,10,573672,57367,49,14,881637,62974,81,"0"
"2122",192,"F","60技捞惑","055",23,188438,8193,9,68,561378,8256,20,108,1197358,11087,34,"0"
"2123",4453,"F","45技~49技","055",7,138380,19769,18,27,435567,16132,38,64,2145496,33523,147,"0"
"2124",11167,"F","45技~49技","055",7,323800,46257,6,21,686310,32681,21,31,942880,30415,36,"0"
"2125",8383,"F","35技~39技","055",24,352826,14701,44,62,932190,15035,98,120,1590490,13254,152,"0"
"2126",6585,"F","40技~44技","055",17,603105,35477,66,40,1277285,31932,111,64,2344447,36632,162,"0"
"2127",3005,"F","50技~54技","055",14,388266,27733,43,39,1157474,29679,88,68,2040551,30008,154,"0"
"2128",7383,"M","40技~44技","024",NA,NA,NA,NA,NA,NA,NA,NA,1,109900,109900,4,"0"
"2129",2154,"F","50技~54技","052",4,249907,62477,22,22,990972,45044,48,28,1704531,60876,94,"0"
"2130",18692,"F","50技~54技","016",17,386983,22764,42,38,789163,20767,86,93,1556896,16741,160,"0"
"2131",11908,"F","35技~39技","016",2,34400,17200,3,10,2806304,280630,28,21,3203450,152545,61,"0"
"2132",4061,"F","45技~49技","016",8,335320,41915,49,20,1113710,55686,90,29,1638220,56490,138,"0"
"2133",11891,"F","45技~49技","016",18,386401,21467,49,62,1544531,24912,123,132,3327202,25206,232,"0"
"2134",17167,"F","45技~49技","016",8,158024,19753,26,17,419549,24679,60,34,727607,21400,86,"0"
"2135",18392,"F","50技~54技","075",1,10000,10000,1,3,45600,15200,3,9,148637,16515,14,"0"
"2136",17912,"M","40技~44技","075",NA,NA,NA,NA,1,17800,17800,2,2,27500,13750,5,"0"
"2137",11988,"F","30技~34技","055",NA,NA,NA,NA,2,140515,70258,20,7,254625,36375,38,"0"
"2138",14075,"F","50技~54技","075",1,25270,25270,6,5,177318,35464,20,14,603785,43128,63,"0"
"2139",3164,"F","50技~54技","075",12,474431,39536,41,28,1105231,39473,69,49,1592939,32509,111,"0"
"2140",7499,"F","40技~44技","016",2,154717,77358,20,7,432984,61855,56,12,700062,58338,88,"0"
"2141",3841,"F","45技~49技","016",12,795582,66298,71,36,2853071,79252,173,77,6260951,81311,331,"0"
"2142",17898,"F","50技~54技","055",18,749339,41630,51,44,1526840,34701,104,96,2616174,27252,202,"0"
"2143",10280,"F","40技~44技","047",15,491249,32750,55,56,1688642,30154,142,103,2884612,28006,241,"0"
"2144",120,"F","60技捞惑","016",1,17100,17100,3,4,158120,39530,9,15,382840,25523,26,"0"
"2145",2493,"M","50技~54技","036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2146",10070,"F","40技~44技","055",2,157888,78944,27,7,393035,56148,36,16,597065,37317,51,"0"
"2147",2218,"F","50技~54技","055",7,149666,21381,32,15,388364,25891,54,30,834289,27810,108,"0"
"2148",1829,"M","55技~59技","055",7,134070,19153,18,34,787737,23169,82,77,1875962,24363,159,"0"
"2149",8024,"F","35技~39技","060",8,462960,57870,11,14,953200,68086,21,15,1014650,67643,28,"0"
"2150",4609,"F","45技~49技","055",11,307489,27954,27,40,1405139,35128,68,90,2894546,32162,133,"0"
"2151",7113,"F","40技~44技","055",10,436580,43658,19,21,1037300,49395,28,53,1944616,36691,50,"0"
"2152",3796,"F","45技~49技","055",10,994450,99445,17,33,2210910,66997,53,53,2822430,53253,99,"0"
"2153",7998,"F","35技~39技","055",21,2008520,95644,29,95,16074656,169207,77,168,25265274,150389,127,"0"
"2154",438,"F","60技捞惑","055",NA,NA,NA,NA,4,172827,43207,18,6,325416,54236,43,"0"
"2155",18072,"F","55技~59技","055",2,133860,66930,3,3,171500,57167,8,7,248280,35469,15,"0"
"2156",5438,"F","45技~49技","020",10,150950,15095,12,27,332712,12323,30,56,592362,10578,56,"0"
"2157",19297,"F","30技~34技","055",NA,NA,NA,NA,4,111490,27872,9,19,1780246,93697,27,"0"
"2158",18727,"F","20技~24技","055",1,18000,18000,1,1,18000,18000,1,2,34800,17400,3,"0"
"2159",13849,"F","45技~49技","010",NA,NA,NA,NA,1,89860,89860,12,13,1021833,78603,78,"1"
"2160",3651,"F","45技~49技","016",27,699958,25924,60,70,2254134,32202,128,130,3832049,29477,238,"0"
"2161",4120,"F","45技~49技","016",1,58580,58580,8,8,356608,44576,24,21,1137708,54177,85,"0"
"2162",2430,"F","50技~54技","060",NA,NA,NA,NA,NA,NA,NA,NA,14,1377164,98369,42,"0"
"2163",18601,"F","50技~54技","055",NA,NA,NA,NA,1,28590,28590,6,3,104310,34770,17,"1"
"2164",9708,"F","30技~34技","055",3,112550,37517,4,15,461080,30739,40,26,707000,27192,73,"0"
"2165",505,"F","60技捞惑","055",13,544959,41920,65,20,926167,46308,102,36,1498347,41621,157,"0"
"2166",14426,"F","30技~34技","055",10,240090,24009,33,44,903831,20542,79,92,1894703,20595,134,"0"
"2167",5622,"F","45技~49技","055",20,739056,36953,47,37,1358230,36709,83,86,3046644,35426,154,"0"
"2168",868,"F","55技~59技","072",3,32460,10820,4,13,188600,14508,8,39,595350,15265,28,"0"
"2169",4084,"F","45技~49技","055",3,40310,13437,5,4,65310,16328,5,9,514157,57129,23,"0"
"2170",17447,"F","35技~39技","055",15,509067,33938,44,50,1696935,33939,106,101,3657283,36211,191,"0"
"2171",18575,"F","55技~59技","043",19,652560,34345,33,58,1427250,24608,75,120,2417372,20145,132,"0"
"2172",8485,"F","35技~39技","047",1,55600,55600,1,2,71100,35550,3,3,95810,31937,7,"0"
"2173",9209,"F","35技~39技","060",6,346128,57688,27,15,765238,51016,41,31,1474663,47570,85,"0"
"2174",7423,"F","40技~44技","052",17,278260,16368,30,39,499740,12814,57,80,1244930,15562,102,"0"
"2175",19036,"F","30技~34技","043",6,1092770,182128,23,6,1092770,182128,23,6,1092770,182128,23,"0"
"2176",4242,"F","45技~49技","024",1,149758,149758,25,1,149758,149758,25,4,359188,89797,44,"0"
"2177",17719,"F","40技~44技","047",21,652453,31069,83,64,1550240,24222,153,125,3320239,26562,272,"0"
"2178",7924,"F","35技~39技","047",18,525276,29182,71,46,1370514,29794,125,100,2775037,27750,217,"0"
"2179",727,"F","60技捞惑","055",5,135345,27069,18,10,380386,38039,31,21,914414,43544,77,"0"
"2180",5314,"F","45技~49技","052",NA,NA,NA,NA,3,52830,17610,7,5,71730,14346,9,"1"
"2181",2285,"F","50技~54技","055",27,917615,33986,96,78,2355531,30199,147,130,3853327,29641,252,"0"
"2182",9087,"F","35技~39技","055",20,463950,23198,43,53,943250,17797,86,114,1907974,16737,151,"0"
"2183",13280,"F","45技~49技","055",NA,NA,NA,NA,12,410765,34230,41,19,786585,41399,50,"0"
"2184",16098,"F","45技~49技","055",NA,NA,NA,NA,1,108330,108330,13,1,108330,108330,13,"1"
"2185",2211,"F","50技~54技","055",15,215116,14341,32,38,998936,26288,64,90,1929726,21441,114,"0"
"2186",5316,"F","45技~49技","055",11,829448,75404,48,23,1489068,64742,80,53,4789598,90370,139,"0"
"2187",3206,"F","50技~54技","055",1,74000,74000,1,7,417800,59686,23,13,791835,60910,52,"0"
"2188",992,"F","55技~59技","055",6,191918,31986,28,23,1296341,56363,53,52,2769401,53258,129,"0"
"2189",8803,"F","35技~39技","055",2,114430,57215,16,12,967270,80606,34,22,1207620,54892,44,"0"
"2190",12757,"F","45技~49技","024",8,98102,12263,19,22,316922,14406,57,42,899348,21413,130,"0"
"2191",12838,"F","30技~34技","010",NA,NA,NA,NA,NA,NA,NA,NA,1,48985,48985,5,"1"
"2192",7007,"F","40技~44技","024",NA,NA,NA,NA,NA,NA,NA,NA,1,10790,10790,2,"0"
"2193",11853,"F","40技~44技","024",NA,NA,NA,NA,1,30400,30400,5,8,1002540,125318,34,"0"
"2194",1165,"F","55技~59技","024",NA,NA,NA,NA,1,61300,61300,3,3,254310,84770,27,"0"
"2195",6395,"F","40技~44技","024",18,208414,11579,24,80,782002,9775,102,131,1152492,8798,142,"0"
"2196",5059,"F","45技~49技","010",34,514355,15128,47,57,1048055,18387,67,98,1369765,13977,108,"0"
"2197",9508,"F","30技~34技","024",NA,NA,NA,NA,2,55100,27550,2,3,80130,26710,6,"0"
"2198",10511,"F","50技~54技","024",14,660670,47191,28,17,731395,43023,33,26,1000265,38472,56,"0"
"2199",6149,"F","40技~44技","060",6,559650,93275,28,13,1164660,89589,53,28,2012853,71888,89,"0"
"2200",13516,"F","60技捞惑","049",23,897592,39026,52,74,3239535,43778,128,142,6298643,44357,236,"0"
"2201",3717,"F","45技~49技","049",19,590789,31094,67,52,1448331,27853,114,111,3048892,27467,213,"0"
"2202",4525,"F","45技~49技","055",4,187234,46808,22,9,368294,40922,26,27,981704,36359,52,"0"
"2203",6838,"F","40技~44技","055",17,596127,35066,63,52,1570046,30193,143,86,2734551,31797,230,"0"
"2204",2562,"F","50技~54技","049",16,466720,29170,37,41,1175860,28680,74,87,2073650,23835,140,"0"
"2205",1140,"F","55技~59技","016",24,642430,26768,57,64,1476762,23074,109,117,2533293,21652,193,"0"
"2206",2613,"M","50技~54技","055",NA,NA,NA,NA,1,54090,54090,5,3,150738,50246,12,"0"
"2207",6281,"M","40技~44技","049",24,554376,23099,87,57,1277829,22418,156,96,2252872,23467,252,"0"
"2208",4263,"F","45技~49技","055",NA,NA,NA,NA,2,52790,26395,10,3,62590,20863,11,"0"
"2209",6482,"F","40技~44技","075",2,80920,40460,16,3,107710,35903,24,6,223960,37327,47,"0"
"2210",17169,"M","40技~44技","047",16,258792,16174,45,52,1006351,19353,113,109,2040073,18716,207,"0"
"2211",5400,"F","45技~49技","047",18,309902,17217,46,56,1180149,21074,89,107,2230650,20847,172,"0"
"2212",8785,"F","35技~39技","047",16,353297,22081,32,48,1038136,21628,81,97,2050677,21141,156,"0"
"2213",13263,"F","40技~44技","047",1,2060,2060,2,5,24790,4958,7,11,67940,6176,17,"0"
